id,类型,命名空间/类,方法,子方法,调用形态,文档可用性,来源,路径类别,探测表达式,修正表达式,GP状态,GP存在,GP真名,GP近似名,GP备注,UI状态,UI存在,UI真名,UI近似名,UI备注,其它UI状态,实际范围,一致性判定,参数,返回
Q-UserConfigurationGetRibbonStats,QUERY,UserConfiguration,GetRibbonStats,,Dot (Global),UI,objects,dot,UserConfiguration.GetRibbonStats,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationShowMapLabelsLakes,ACTION,UserConfiguration,ShowMapLabelsLakes,,Dot (Global),UI,objects,dot,UserConfiguration.ShowMapLabelsLakes,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationSetCivicsTreeFilterIndex,ACTION,UserConfiguration,SetCivicsTreeFilterIndex,,Dot (Global),UI,objects,dot,UserConfiguration.SetCivicsTreeFilterIndex,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationGetClockFormat,QUERY,UserConfiguration,GetClockFormat,,Dot (Global),UI,objects,dot,UserConfiguration.GetClockFormat,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationSetTechTreeSearchString,ACTION,UserConfiguration,SetTechTreeSearchString,,Dot (Global),UI,objects,dot,UserConfiguration.SetTechTreeSearchString,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationGetTechTreeSearchString,QUERY,UserConfiguration,GetTechTreeSearchString,,Dot (Global),UI,objects,dot,UserConfiguration.GetTechTreeSearchString,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationGetTechTreeFilterIndex,QUERY,UserConfiguration,GetTechTreeFilterIndex,,Dot (Global),UI,objects,dot,UserConfiguration.GetTechTreeFilterIndex,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationSetTechTreeFilterIndex,ACTION,UserConfiguration,SetTechTreeFilterIndex,,Dot (Global),UI,objects,dot,UserConfiguration.SetTechTreeFilterIndex,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationGetCivicsTreeFilterIndex,QUERY,UserConfiguration,GetCivicsTreeFilterIndex,,Dot (Global),UI,objects,dot,UserConfiguration.GetCivicsTreeFilterIndex,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationShowMapYield,ACTION,UserConfiguration,ShowMapYield,,Dot (Global),UI,objects,dot,UserConfiguration.ShowMapYield,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationNoBasicHelp,ACTION,UserConfiguration,NoBasicHelp,,Dot (Global),UI,objects,dot,UserConfiguration.NoBasicHelp,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationIsValueLocked,QUERY,UserConfiguration,IsValueLocked,,Dot (Global),UI,objects,dot,UserConfiguration.IsValueLocked,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,[True/False]:::boolean
A-UserConfigurationSetShowCivicsTreeGovernment,ACTION,UserConfiguration,SetShowCivicsTreeGovernment,,Dot (Global),UI,objects,dot,UserConfiguration.SetShowCivicsTreeGovernment,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationSetCivicsTreeSearchString,ACTION,UserConfiguration,SetCivicsTreeSearchString,,Dot (Global),UI,objects,dot,UserConfiguration.SetCivicsTreeSearchString,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationRestoreCheckpoint,ACTION,UserConfiguration,RestoreCheckpoint,,Dot (Global),UI,objects,dot,UserConfiguration.RestoreCheckpoint,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationGetValue,QUERY,UserConfiguration,GetValue,,Dot (Global),UI,objects,dot,UserConfiguration.GetValue,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationGetShowCivicsTreeGovernment,QUERY,UserConfiguration,GetShowCivicsTreeGovernment,,Dot (Global),UI,objects,dot,UserConfiguration.GetShowCivicsTreeGovernment,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationGetPlotTooltipDelay,QUERY,UserConfiguration,GetPlotTooltipDelay,,Dot (Global),UI,objects,dot,UserConfiguration.GetPlotTooltipDelay,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-UserConfigurationIsQuickCombat,QUERY,UserConfiguration,IsQuickCombat,,Dot (Global),UI,objects,dot,UserConfiguration.IsQuickCombat,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,[True/False]:::boolean
Q-UserConfigurationIsAutoProdQueueEnabled,QUERY,UserConfiguration,IsAutoProdQueueEnabled,,Dot (Global),UI,objects,dot,UserConfiguration.IsAutoProdQueueEnabled,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,[True/False]:::boolean
Q-UserConfigurationTutorialLevel,QUERY,UserConfiguration,TutorialLevel,,Dot (Global),UI,objects,dot,UserConfiguration.TutorialLevel,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,[True/False]:::boolean
Q-UserConfigurationGetShowTechTreeKey,QUERY,UserConfiguration,GetShowTechTreeKey,,Dot (Global),UI,objects,dot,UserConfiguration.GetShowTechTreeKey,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationShowMapLabelsNationalParks,ACTION,UserConfiguration,ShowMapLabelsNationalParks,,Dot (Global),UI,objects,dot,UserConfiguration.ShowMapLabelsNationalParks,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-UserConfigurationReplaceDragWithClick,ACTION,UserConfiguration,ReplaceDragWithClick,,Dot (Global),UI,objects,dot,UserConfiguration.ReplaceDragWithClick,,ERR,否,,,命名空间 UserConfiguration 在该上下文不存在,function,是,,,,,仅UI,一致,,
C-ReportingEvents,CONTEXT,ReportingEvents,,,Dot (Global),Both,objects,namespace,ReportingEvents,,table,是,,,命名空间存在,table,是,,,命名空间存在,,双端,一致,,
A-ReportingEventsSend,ACTION,ReportingEvents,Send,,Dot (Global),Both,objects,dot,ReportingEvents.Send,,function,是,,,,function,是,,,,,双端,一致,"event:::string, params::(any)",
A-ReportingEventsSendLuaEvent,ACTION,ReportingEvents,SendLuaEvent,,Dot (Global),Both,objects,dot,ReportingEvents.SendLuaEvent,,function,是,,,,function,是,,,,,双端,一致,"luaEvent:::string, params::(any)",
C-AreaBuilder,CONTEXT,AreaBuilder,,,Dot (Global),GamePlay,objects,namespace,AreaBuilder,,table,是,,,命名空间存在,nil,否,,,命名空间在该上下文不存在,,仅GP,一致,,
A-AreaBuilderCalculate,ACTION,AreaBuilder,Calculate,,Dot (Global),GamePlay,objects,dot,AreaBuilder.Calculate,,function,是,,,,ERR,否,,,命名空间 AreaBuilder 在该上下文不存在,,仅GP,一致,,
A-AreaBuilderRecalculate,ACTION,AreaBuilder,Recalculate,,Dot (Global),GamePlay,objects,dot,AreaBuilder.Recalculate,,function,是,,,,ERR,否,,,命名空间 AreaBuilder 在该上下文不存在,,仅GP,一致,,
C-Calendar,CONTEXT,Calendar,,,Dot (Global),Both,objects,namespace,Calendar,,nil,否,,,命名空间在该上下文不存在,table,是,,,命名空间存在,,仅UI,文档偏宽：GP 未见,,
Q-CalendarMakeDateStr,QUERY,Calendar,MakeDateStr,,Dot (Global),Both,objects,dot,Calendar.MakeDateStr,,ERR,否,,,命名空间 Calendar 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,"turn:::number, calendarHash:::number, gameSpeedHash:::number, unknown:::boolean",dateStr:::string
Q-CalendarMakeYearStr,QUERY,Calendar,MakeYearStr,,Dot (Global),Both,objects,dot,Calendar.MakeYearStr,,ERR,否,,,命名空间 Calendar 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,turn:::number,yearDateStr:::string
Q-CalendarGetTurnYearForGame,QUERY,Calendar,GetTurnYearForGame,,Dot (Global),Both,objects,dot,Calendar.GetTurnYearForGame,,ERR,否,,,命名空间 Calendar 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,,
Q-CalendarGetTurnMonthForGame,QUERY,Calendar,GetTurnMonthForGame,,Dot (Global),Both,objects,dot,Calendar.GetTurnMonthForGame,,ERR,否,,,命名空间 Calendar 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,,
C-SimUnitSystem,CONTEXT,SimUnitSystem,,,Dot (Global),UI,objects,namespace,SimUnitSystem,,nil,否,,,命名空间在该上下文不存在,table,是,,,命名空间存在,,仅UI,一致,,
A-SimUnitSystemSetVisMemberDamage,ACTION,SimUnitSystem,SetVisMemberDamage,,Dot (Global),UI,objects,dot,SimUnitSystem.SetVisMemberDamage,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-SimUnitSystemGetVisMemberArtState,QUERY,SimUnitSystem,GetVisMemberArtState,,Dot (Global),UI,objects,dot,SimUnitSystem.GetVisMemberArtState,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,"Unit:::object, memberID:::number",visArtState:::table
A-SimUnitSystemSetVisMemberHeading,ACTION,SimUnitSystem,SetVisMemberHeading,,Dot (Global),UI,objects,dot,SimUnitSystem.SetVisMemberHeading,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-SimUnitSystemSetVisHexHeading,ACTION,SimUnitSystem,SetVisHexHeading,,Dot (Global),UI,objects,dot,SimUnitSystem.SetVisHexHeading,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,"Unit:::object, heading:::number",
A-SimUnitSystemSetVisMemberAnimationState,ACTION,SimUnitSystem,SetVisMemberAnimationState,,Dot (Global),UI,objects,dot,SimUnitSystem.SetVisMemberAnimationState,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-SimUnitSystemChangeVisMemberArtAttachment,ACTION,SimUnitSystem,ChangeVisMemberArtAttachment,,Dot (Global),UI,objects,dot,SimUnitSystem.ChangeVisMemberArtAttachment,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,"Unit:::object, unitMemberID:::number, artAttachmentID:::number, amount:::number",
A-SimUnitSystemSetVisFormation,ACTION,SimUnitSystem,SetVisFormation,,Dot (Global),UI,objects,dot,SimUnitSystem.SetVisFormation,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,"Unit:::object, heading:::number",
Q-SimUnitSystemGetVisMemberState,QUERY,SimUnitSystem,GetVisMemberState,,Dot (Global),UI,objects,dot,SimUnitSystem.GetVisMemberState,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,"Unit:::object, unitMemberID:::number",visState:::table
Q-SimUnitSystemGetVisHeading,QUERY,SimUnitSystem,GetVisHeading,,Dot (Global),UI,objects,dot,SimUnitSystem.GetVisHeading,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,Unit:::object,heading:::number
A-SimUnitSystemSetAnimationState,ACTION,SimUnitSystem,SetAnimationState,,Dot (Global),UI,objects,dot,SimUnitSystem.SetAnimationState,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,"Unit:::object, entranceAnim:::string, exitAnim:::string",
A-SimUnitSystemChangeVisMemberArtAttachmentTint,ACTION,SimUnitSystem,ChangeVisMemberArtAttachmentTint,,Dot (Global),UI,objects,dot,SimUnitSystem.ChangeVisMemberArtAttachmentTint,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,"Unit:::object, unitMemberID:::number, artAttachmentID:::number, amount:::number",
Q-SimUnitSystemGetVisMemberCount,QUERY,SimUnitSystem,GetVisMemberCount,,Dot (Global),UI,objects,dot,SimUnitSystem.GetVisMemberCount,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,Unit:::object,count:::number
A-SimUnitSystemSetVisMemberPitchRoll,ACTION,SimUnitSystem,SetVisMemberPitchRoll,,Dot (Global),UI,objects,dot,SimUnitSystem.SetVisMemberPitchRoll,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,Unit:::object,
Q-SimUnitSystemGetVisHexHeading,QUERY,SimUnitSystem,GetVisHexHeading,,Dot (Global),UI,objects,dot,SimUnitSystem.GetVisHexHeading,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,Unit:::object,heading:::number
A-SimUnitSystemChangeVisMemberArtVariation,ACTION,SimUnitSystem,ChangeVisMemberArtVariation,,Dot (Global),UI,objects,dot,SimUnitSystem.ChangeVisMemberArtVariation,,ERR,否,,,命名空间 SimUnitSystem 在该上下文不存在,function,是,,,,,仅UI,一致,"Unit:::object, unitMemberID:::number, amount:::number",
C-Search,CONTEXT,Search,,,Dot (Global),UI,objects,namespace,Search,,nil,否,,,命名空间在该上下文不存在,table,是,,,命名空间存在,,仅UI,一致,,
A-SearchAddData,ACTION,Search,AddData,,Dot (Global),UI,objects,dot,Search.AddData,,ERR,否,,,命名空间 Search 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-SearchClearData,ACTION,Search,ClearData,,Dot (Global),UI,objects,dot,Search.ClearData,,ERR,否,,,命名空间 Search 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-SearchSearch,QUERY,Search,Search,,Dot (Global),UI,objects,dot,Search.Search,,ERR,否,,,命名空间 Search 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-SearchCreateContext,ACTION,Search,CreateContext,,Dot (Global),UI,objects,dot,Search.CreateContext,,ERR,否,,,命名空间 Search 在该上下文不存在,function,是,,,,,仅UI,一致,,
A-SearchOptimize,ACTION,Search,Optimize,,Dot (Global),UI,objects,dot,Search.Optimize,,ERR,否,,,命名空间 Search 在该上下文不存在,function,是,,,,,仅UI,一致,,
Q-SearchHasContext,QUERY,Search,HasContext,,Dot (Global),UI,objects,dot,Search.HasContext,,ERR,否,,,命名空间 Search 在该上下文不存在,function,是,,,,,仅UI,一致,,[True/False]:::boolean
Q-SearchDestroyContext,QUERY,Search,DestroyContext,,Dot (Global),UI,objects,dot,Search.DestroyContext,,ERR,否,,,命名空间 Search 在该上下文不存在,function,是,,,,,仅UI,一致,,
C-StartPositioner,CONTEXT,StartPositioner,,,Dot (Global),GamePlay,objects,namespace,StartPositioner,,table,是,,,命名空间存在,nil,否,,,命名空间在该上下文不存在,,仅GP,一致,,
A-StartPositionerPlaceOceanStartCivs,ACTION,StartPositioner,PlaceOceanStartCivs,,Dot (Global),GamePlay,objects,dot,StartPositioner.PlaceOceanStartCivs,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetMajorCivStartPlots,QUERY,StartPositioner,GetMajorCivStartPlots,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetMajorCivStartPlots,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetNumMinorCivStarts,QUERY,StartPositioner,GetNumMinorCivStarts,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetNumMinorCivStarts,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetTotalOceanStartCandidates,QUERY,StartPositioner,GetTotalOceanStartCandidates,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetTotalOceanStartCandidates,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetOceanStartTile,QUERY,StartPositioner,GetOceanStartTile,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetOceanStartTile,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetMinorCivStartPlots,QUERY,StartPositioner,GetMinorCivStartPlots,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetMinorCivStartPlots,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetMinorCivStartInfo,QUERY,StartPositioner,GetMinorCivStartInfo,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetMinorCivStartInfo,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetMajorCivStartInfo,QUERY,StartPositioner,GetMajorCivStartInfo,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetMajorCivStartInfo,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
A-StartPositionerMarkMajorRegionUsed,ACTION,StartPositioner,MarkMajorRegionUsed,,Dot (Global),GamePlay,objects,dot,StartPositioner.MarkMajorRegionUsed,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetPlotFertility,QUERY,StartPositioner,GetPlotFertility,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetPlotFertility,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
Q-StartPositionerGetNumMajorCivStarts,QUERY,StartPositioner,GetNumMajorCivStarts,,Dot (Global),GamePlay,objects,dot,StartPositioner.GetNumMajorCivStarts,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
A-StartPositionerDivideMapIntoMajorRegions,ACTION,StartPositioner,DivideMapIntoMajorRegions,,Dot (Global),GamePlay,objects,dot,StartPositioner.DivideMapIntoMajorRegions,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
A-StartPositionerDivideMapIntoMinorRegions,ACTION,StartPositioner,DivideMapIntoMinorRegions,,Dot (Global),GamePlay,objects,dot,StartPositioner.DivideMapIntoMinorRegions,,function,是,,,,ERR,否,,,命名空间 StartPositioner 在该上下文不存在,,仅GP,一致,,
C-Fractal,CONTEXT,Fractal,,,Dot (Global),GamePlay,objects,namespace,Fractal,,table,是,,,命名空间存在,nil,否,,,命名空间在该上下文不存在,,仅GP,一致,,
A-FractalCreate,ACTION,Fractal,Create,,Dot (Global),GamePlay,objects,dot,Fractal.Create,,function,是,,,,ERR,否,,,命名空间 Fractal 在该上下文不存在,,仅GP,一致,,Frac:::object
A-FractalCreateBuildRidges,ACTION,Fractal,Create,BuildRidges,Colon (Instance),GamePlay,objects,colon-sub,__SC.C_Fractal_P_Create.BuildRidges,,ERR,不可判,,,父对象未参与解析（如需参数的构造器）,ERR,不可判,,,类 Fractal 在该上下文无实例通道（none）,,双端未见,无法验证：需 Fractal.Create(...) 参数化构造（世界生成期）,,
Q-FractalCreateGetHeight,QUERY,Fractal,Create,GetHeight,Colon (Instance),GamePlay,objects,colon-sub,__SC.C_Fractal_P_Create.GetHeight,,ERR,不可判,,,父对象未参与解析（如需参数的构造器）,ERR,不可判,,,类 Fractal 在该上下文无实例通道（none）,,双端未见,无法验证：需 Fractal.Create(...) 参数化构造（世界生成期）,,
A-FractalCreateDestroy,ACTION,Fractal,Create,Destroy,Colon (Instance),GamePlay,objects,colon-sub,__SC.C_Fractal_P_Create.Destroy,,ERR,不可判,,,父对象未参与解析（如需参数的构造器）,ERR,不可判,,,类 Fractal 在该上下文无实例通道（none）,,双端未见,无法验证：需 Fractal.Create(...) 参数化构造（世界生成期）,,
A-FractalCreateRifts,ACTION,Fractal,CreateRifts,,Dot (Global),GamePlay,objects,dot,Fractal.CreateRifts,,function,是,,,,ERR,否,,,命名空间 Fractal 在该上下文不存在,,仅GP,一致,,Frac:::object
C-DirtyComponentsManager,CONTEXT,DirtyComponentsManager,,,Dot (Global),UI,objects,namespace,DirtyComponentsManager,,nil,否,,,命名空间在该上下文不存在,table,是,,,命名空间存在,,仅UI,一致,,
A-DirtyComponentsManagerCreate,ACTION,DirtyComponentsManager,Create,,Dot (Global),UI,objects,dot,DirtyComponentsManager.Create,,ERR,否,,,命名空间 DirtyComponentsManager 在该上下文不存在,function,是,,,,,仅UI,一致,,DirtyComponents:::object
A-DirtyComponentsManagerDestroy,ACTION,DirtyComponentsManager,Destroy,,Dot (Global),UI,objects,dot,DirtyComponentsManager.Destroy,,ERR,否,,,命名空间 DirtyComponentsManager 在该上下文不存在,function,是,,,,,仅UI,一致,DirtyComponents:::object,
C-Definitions,CONTEXT,Definitions,,,Dot (Global),UI,objects,namespace,Definitions,,nil,否,,,命名空间在该上下文不存在,table,是,,,命名空间存在,,仅UI,一致,,
Q-DefinitionsGetTypeHash,QUERY,Definitions,GetTypeHash,,Dot (Global),UI,objects,dot,Definitions.GetTypeHash,,ERR,否,,,命名空间 Definitions 在该上下文不存在,function,是,,,,,仅UI,一致,"DefinitionTypes definitionType::(enum), typeName:::string",hash:::number
Q-DefinitionsGetTypeName,QUERY,Definitions,GetTypeName,,Dot (Global),UI,objects,dot,Definitions.GetTypeName,,ERR,否,,,命名空间 Definitions 在该上下文不存在,function,是,,,,,仅UI,一致,"DefinitionTypes definitionType::(enum), hash:::number",typeName:::string
C-Areas,CONTEXT,Areas,,,Dot (Global),GamePlay,objects,namespace,Areas,,table,是,,,命名空间存在,nil,否,,,命名空间在该上下文不存在,,仅GP,一致,,
Q-AreasGetLandCount,QUERY,Areas,GetLandCount,,Dot (Global),GamePlay,objects,dot,Areas.GetLandCount,,function,是,,,,ERR,否,,,命名空间 Areas 在该上下文不存在,,仅GP,一致,,amount:::number
Q-AreasMembers,QUERY,Areas,Members,,Dot (Global),GamePlay,objects,dot,Areas.Members,,function,是,,,,ERR,否,,,命名空间 Areas 在该上下文不存在,,仅GP,一致,,
Q-AreasGetCount,QUERY,Areas,GetCount,,Dot (Global),GamePlay,objects,dot,Areas.GetCount,,function,是,,,,ERR,否,,,命名空间 Areas 在该上下文不存在,,仅GP,一致,,
Q-AreasGetArea,QUERY,Areas,GetArea,,Dot (Global),GamePlay,objects,dot,Areas.GetArea,,function,是,,,,ERR,否,,,命名空间 Areas 在该上下文不存在,,仅GP,一致,,
Q-AreasFindBiggestArea,QUERY,Areas,FindBiggestArea,,Dot (Global),GamePlay,objects,dot,Areas.FindBiggestArea,,function,是,,,,ERR,否,,,命名空间 Areas 在该上下文不存在,,仅GP,一致,,
Q-AreasMembersAux,QUERY,Areas,MembersAux,,Dot (Global),GamePlay,objects,dot,Areas.MembersAux,,function,是,,,,ERR,否,,,命名空间 Areas 在该上下文不存在,,仅GP,一致,,
C-WorldView,CONTEXT,WorldView,,,Dot (Global),UI,objects,namespace,WorldView,,nil,否,,,命名空间在该上下文不存在,table,是,,,命名空间存在,,仅UI,一致,,
Q-WorldViewHasAssetForFeature,QUERY,WorldView,HasAssetForFeature,,Dot (Global),UI,objects,dot,WorldView.HasAssetForFeature,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,featureIndex:::number,[True/False]:::boolean
A-WorldViewPlayEffectAtXY,ACTION,WorldView,PlayEffectAtXY,,Dot (Global),UI,objects,dot,WorldView.PlayEffectAtXY,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,"effect:::string, x:::number, y:::number",
A-WorldViewSetVFXImport,ACTION,WorldView,SetVFXImport,,Dot (Global),UI,objects,dot,WorldView.SetVFXImport,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,"effect:::string, amount:::number",
Q-WorldViewHasAssetForDistrict,QUERY,WorldView,HasAssetForDistrict,,Dot (Global),UI,objects,dot,WorldView.HasAssetForDistrict,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,districtIndex:::number,[True/False]:::boolean
Q-WorldViewHasAssetForWonder,QUERY,WorldView,HasAssetForWonder,,Dot (Global),UI,objects,dot,WorldView.HasAssetForWonder,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,buildingIndex:::number,[True/False]:::boolean
Q-WorldViewHasAssetForResource,QUERY,WorldView,HasAssetForResource,,Dot (Global),UI,objects,dot,WorldView.HasAssetForResource,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,resourceIndex:::number,[True/False]:::boolean
Q-WorldViewHasAssetForUnit,QUERY,WorldView,HasAssetForUnit,,Dot (Global),UI,objects,dot,WorldView.HasAssetForUnit,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,unitIndex:::number,[True/False]:::boolean
Q-WorldViewHasAssetForBuilding,QUERY,WorldView,HasAssetForBuilding,,Dot (Global),UI,objects,dot,WorldView.HasAssetForBuilding,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,buildingIndex:::number,[True/False]:::boolean
Q-WorldViewHasAssetFor,QUERY,WorldView,HasAssetFor,,Dot (Global),UI,objects,dot,WorldView.HasAssetFor,,ERR,否,,,命名空间 WorldView 在该上下文不存在,function,是,,,,,仅UI,一致,,[True/False]:::boolean
C-GameSummary,CONTEXT,GameSummary,,,Dot (Global),Both,objects,namespace,GameSummary,,table,是,,,命名空间存在,table,是,,,命名空间存在,,双端,一致,,
Q-GameSummaryGetDataSetCount,QUERY,GameSummary,GetDataSetCount,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetCount,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,amount:::number
Q-GameSummaryGetDataSetDisplayDescription,QUERY,GameSummary,GetDataSetDisplayDescription,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetDisplayDescription,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,desc:::string
Q-GameSummaryHasDataSetValues,QUERY,GameSummary,HasDataSetValues,,Dot (Global),UI,objects,dot,GameSummary.HasDataSetValues,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,[True/False]:::boolean
Q-GameSummaryGetDataSetName,QUERY,GameSummary,GetDataSetName,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetName,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryGetDataSetValues,QUERY,GameSummary,GetDataSetValues,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetValues,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryCoalesceDataSet,QUERY,GameSummary,CoalesceDataSet,,Dot (Global),UI,objects,dot,GameSummary.CoalesceDataSet,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
Q-GameSummaryGetDataSetDisplayName,QUERY,GameSummary,GetDataSetDisplayName,,Dot (Global),UI,objects,dot,GameSummary.GetDataSetDisplayName,,function,是,,,,function,是,,,,,双端,文档偏窄：GP 亦可见,,
