id,类型,命名空间/类,方法,子方法,调用形态,文档可用性,来源,路径类别,探测表达式,修正表达式,GP状态,GP存在,GP真名,GP近似名,GP备注,UI状态,UI存在,UI真名,UI近似名,UI备注,其它UI状态,实际范围,一致性判定,参数,返回
A-NaturalWonderGeneratorCreate,ACTION,NaturalWonderGenerator,Create,,Dot (Global),Both,moduleObjects,dot,NaturalWonderGenerator.Create,,ERR,否,,,命名空间 NaturalWonderGenerator 在该上下文不存在,function,是,,,,,仅UI,文档偏宽：GP 未见,,
A-NaturalWonderGenerator__InitNWData,ACTION,NaturalWonderGenerator,__InitNWData,,Colon (Instance),Both,moduleObjects,colon,__SC.C_NaturalWonderGenerator.__InitNWData,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-NaturalWonderGenerator__ScorePlots,ACTION,NaturalWonderGenerator,__ScorePlots,,Colon (Instance),Both,moduleObjects,colon,__SC.C_NaturalWonderGenerator.__ScorePlots,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
A-NaturalWonderGenerator__PlaceWonders,ACTION,NaturalWonderGenerator,__PlaceWonders,,Colon (Instance),Both,moduleObjects,colon,__SC.C_NaturalWonderGenerator.__PlaceWonders,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
Q-NaturalWonderGenerator__FindValidLocs,QUERY,NaturalWonderGenerator,__FindValidLocs,,Colon (Instance),Both,moduleObjects,colon,__SC.C_NaturalWonderGenerator.__FindValidLocs,,ERR,否,,,该上下文既无同名模块/全局，也无实例通道,function,是,,,经 global-as-instance 检出,,仅UI,文档偏宽：GP 未见,,
C-json,CONTEXT,json,,,Dot (Global),Both,moduleObjects,namespace,json,,nil,否,,,命名空间在该上下文不存在,nil,否,,,命名空间在该上下文不存在,,双端未见,文档偏宽：双端均未见,,
Q-jsonparse,QUERY,json,parse,,Dot (Global),Both,moduleObjects,dot,json.parse,,ERR,否,,,命名空间 json 在该上下文不存在,ERR,否,,,命名空间 json 在该上下文不存在,,双端未见,文档偏宽：双端均未见,"json:::string, position:::number, end_delim:::string",
Q-jsonstringify,QUERY,json,stringify,,Dot (Global),Both,moduleObjects,dot,json.stringify,,ERR,否,,,命名空间 json 在该上下文不存在,ERR,否,,,命名空间 json 在该上下文不存在,,双端未见,文档偏宽：双端均未见,"obj:::table, as_key:::boolean",
Q-GameInfoCommemorationBonuses,QUERY,CommemorationBonuses,,,Dot (Global),Both,objects,gameinfo,GameInfo.CommemorationBonuses,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoDiplomacyActions,QUERY,DiplomacyActions,,,Dot (Global),Both,objects,gameinfo,GameInfo.DiplomacyActions,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoDistrictBuildings,QUERY,DistrictBuildings,,,Dot (Global),Both,objects,gameinfo,GameInfo.DistrictBuildings,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoGreatWork_RelicData,QUERY,GreatWork_RelicData,,,Dot (Global),Both,objects,gameinfo,GameInfo.GreatWork_RelicData,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoIcons,QUERY,Icons,,,Dot (Global),Both,objects,gameinfo,GameInfo.Icons,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoMap_GreatPersonPoints,QUERY,Map_GreatPersonPoints,,,Dot (Global),Both,objects,gameinfo,GameInfo.Map_GreatPersonPoints,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoMap_TradeRoutes,QUERY,Map_TradeRoutes,,,Dot (Global),Both,objects,gameinfo,GameInfo.Map_TradeRoutes,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoDualHeroes,QUERY,DualHeroes,,,Dot (Global),Both,objects,gameinfo,GameInfo.DualHeroes,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoGoodyHutTypes,QUERY,GoodyHutTypes,,,Dot (Global),Both,objects,gameinfo,GameInfo.GoodyHutTypes,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoHeroDefinitions,QUERY,HeroDefinitions,,,Dot (Global),Both,objects,gameinfo,GameInfo.HeroDefinitions,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoHeroAbilities,QUERY,HeroAbilities,,,Dot (Global),Both,objects,gameinfo,GameInfo.HeroAbilities,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoHeroActions,QUERY,HeroActions,,,Dot (Global),Both,objects,gameinfo,GameInfo.HeroActions,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoHero_Attributes,QUERY,Hero_Attributes,,,Dot (Global),Both,objects,gameinfo,GameInfo.Hero_Attributes,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoHero_AccumulatedXp,QUERY,Hero_AccumulatedXp,,,Dot (Global),Both,objects,gameinfo,GameInfo.Hero_AccumulatedXp,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoHero_XpNeeded,QUERY,Hero_XpNeeded,,,Dot (Global),Both,objects,gameinfo,GameInfo.Hero_XpNeeded,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoIcons_FontIcons,QUERY,Icons_FontIcons,,,Dot (Global),Both,objects,gameinfo,GameInfo.Icons_FontIcons,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoIconDefinitions,QUERY,IconDefinitions,,,Dot (Global),Both,objects,gameinfo,GameInfo.IconDefinitions,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoNaturalWonderAdjacencies,QUERY,NaturalWonderAdjacencies,,,Dot (Global),Both,objects,gameinfo,GameInfo.NaturalWonderAdjacencies,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoNaturalWonderTypeAdjacencies,QUERY,NaturalWonderTypeAdjacencies,,,Dot (Global),Both,objects,gameinfo,GameInfo.NaturalWonderTypeAdjacencies,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameInfoVotedEffects,QUERY,VotedEffects,,,Dot (Global),Both,objects,gameinfo,GameInfo.VotedEffects,,nil,否,,,GameInfo 子表不存在,nil,否,,,GameInfo 子表不存在,,双端未见,文档偏宽：双端均未见,,
Q-GameGetLocalTeam,QUERY,Game,GetLocalTeam,,Dot (Global),Both,objects,dot,Game.GetLocalTeam,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,,
Q-GameIsTechRecommended,QUERY,Game,IsTechRecommended,,Dot (Global),UI,objects,dot,Game.IsTechRecommended,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,"techType:number, advisor:string",
Q-LocaleConvertTextKey,QUERY,Locale,ConvertTextKey,,Dot (Global),Both,objects,dot,Locale.ConvertTextKey,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档偏宽：双端均未见,textKey:string,
EV-EventsBegin2KLoginProcess,ACTION,Events,Begin2KLoginProcess,,Dot (Global),UI,objects,dot,Events.Begin2KLoginProcess,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,,
EV-EventsBeginFullGamePurchase,ACTION,Events,BeginFullGamePurchase,,Dot (Global),UI,objects,dot,Events.BeginFullGamePurchase,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,,
EV-EventsDisableColorKey,ACTION,Events,DisableColorKey,,Dot (Global),UI,objects,dot,Events.DisableColorKey,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,fadeTime:number,
EV-EventsEnableColorKey,ACTION,Events,EnableColorKey,,Dot (Global),UI,objects,dot,Events.EnableColorKey,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,"colorkey:string, duration:number, fadeTime:number",
EV-EventsHideLeaderScreen,ACTION,Events,HideLeaderScreen,,Dot (Global),UI,objects,dot,Events.HideLeaderScreen,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,,
EV-EventsRestartWonderMovie,ACTION,Events,RestartWonderMovie,,Dot (Global),UI,objects,dot,Events.RestartWonderMovie,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,,
EV-EventsSetGameEntryMethod,ACTION,Events,SetGameEntryMethod,,Dot (Global),UI,objects,dot,Events.SetGameEntryMethod,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,method:string,
EV-EventsShowLeaderScreen,ACTION,Events,ShowLeaderScreen,,Dot (Global),UI,objects,dot,Events.ShowLeaderScreen,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,"leaderName:string, isLocal:boolean",
EV-EventsSystemUpdateUI,ACTION,Events,SystemUpdateUI,,Dot (Global),UI,objects,dot,Events.SystemUpdateUI,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,"mode:SystemUpdateUI, context:string",
EV-EventsUserAcceptsEULA,ACTION,Events,UserAcceptsEULA,,Dot (Global),UI,objects,dot,Events.UserAcceptsEULA,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,,
EV-EventsUserAcceptsOutdatedDriver,ACTION,Events,UserAcceptsOutdatedDriver,,Dot (Global),UI,objects,dot,Events.UserAcceptsOutdatedDriver,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,,
EV-EventsUserAcceptsUnknownDevice,ACTION,Events,UserAcceptsUnknownDevice,,Dot (Global),UI,objects,dot,Events.UserAcceptsUnknownDevice,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,,
EV-EventsUserConfirmedClose,ACTION,Events,UserConfirmedClose,,Dot (Global),UI,objects,dot,Events.UserConfirmedClose,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,,
EV-EventsWorldBuilderSignal,ACTION,Events,WorldBuilderSignal,,Dot (Global),UI,objects,dot,Events.WorldBuilderSignal,,table,是,,,,table,是,,,,,双端,文档偏窄：GP 亦可见,signal:WorldBuilderSignals,
EV-EventsLeaderPopup,ACTION,Events,LeaderPopup,,Dot (Global),UI,objects,dot,Events.LeaderPopup,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,"playerID:number, leaderType:string, isTutorial:boolean",
EV-EventsMultiplayerConnectionFailed,ACTION,Events,MultiplayerConnectionFailed,,Dot (Global),UI,objects,dot,Events.MultiplayerConnectionFailed,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,,
EV-EventsMultiplayerNetRegistered,ACTION,Events,MultiplayerNetRegistered,,Dot (Global),UI,objects,dot,Events.MultiplayerNetRegistered,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,,
EV-EventsPlayerVersionMismatchEvent,ACTION,Events,PlayerVersionMismatchEvent,,Dot (Global),UI,objects,dot,Events.PlayerVersionMismatchEvent,,nil,否,,,命名空间存在但无此成员,nil,否,,,命名空间存在但无此成员,,双端未见,文档存疑：UI 未见,,
